Index,X-coordinate,Y-coordinate,Intensity
128,1,17,0
129,1,18,0
130,1,19,0
131,1,20,0
132,1,21,0
133,1,22,0
134,1,23,0
135,1,24,0
136,1,25,0
137,1,26,0
138,1,27,0
139,1,28,0
140,1,29,0
141,1,30,0
142,1,31,0
143,1,32,0
144,1,33,0
145,1,34,0
146,1,35,0
147,1,36,0
148,1,37,0
149,1,38,0
150,1,39,0
151,1,40,0
152,1,41,0
153,1,42,0
154,1,43,0
155,1,44,0
156,1,45,0
157,1,46,0
158,1,47,0
159,1,48,0
160,1,49,0
161,1,50,0
162,1,51,0
163,1,52,0
164,1,53,0
165,1,54,0
166,1,55,0
167,1,56,0
168,1,57,0
169,1,58,0
170,1,59,0
171,1,60,0
172,1,61,0
173,1,62,0
174,1,63,0
175,1,64,0
176,1,65,0
177,1,66,0
178,1,67,0
179,1,68,0
180,1,69,0
181,1,70,0
182,1,71,0
183,1,72,0
184,1,73,0
185,1,74,0
186,1,75,0
187,1,76,0
188,1,77,0
189,1,78,0
190,1,79,0
191,1,80,0
192,1,81,0
193,1,82,0
194,1,83,0
195,1,84,0
196,1,85,0
197,1,86,0
198,1,87,0
199,1,88,0
200,1,89,0
201,1,90,0
202,1,91,0
203,1,92,0
204,1,93,0
205,1,94,0
206,1,95,0
207,1,96,0
208,1,97,0
209,1,98,0
210,1,99,0
211,1,100,0
212,1,101,0
213,1,102,0
214,1,103,0
215,1,104,0
216,1,105,0
217,1,106,0
218,1,107,0
219,1,108,0
220,1,109,0
221,2,0,0
222,2,1,0
223,2,2,0
224,2,3,0
225,2,4,0
226,2,5,0
227,2,6,0
228,2,7,0
229,2,8,0
230,2,9,0
231,2,10,0
232,2,11,0
233,2,12,0
234,2,13,0
235,2,14,0
236,2,15,0
237,2,16,0
238,2,17,0
239,2,18,0
240,2,19,0
241,2,20,0
242,2,21,0
243,2,22,0
244,2,23,0
245,2,24,0
246,2,25,0
247,2,26,0
248,2,27,0
249,2,28,0
250,2,29,0
251,2,30,0
252,2,31,0
253,2,32,0
254,2,33,0
255,2,34,0
256,2,35,0
257,2,36,0
258,2,37,0
259,2,38,0
260,2,39,0
261,2,40,0
262,2,41,0
263,2,42,0
264,2,43,0
265,2,44,0
266,2,45,0
267,2,46,0
268,2,47,0
269,2,48,0
270,2,49,0
271,2,50,0
272,2,51,0
273,2,52,0
274,2,53,0
275,2,54,0
276,2,55,0
277,2,56,0
278,2,57,0
279,2,58,0
280,2,59,0
281,2,60,0
282,2,61,0
283,2,62,0
284,2,63,0
285,2,64,0
286,2,65,0
287,2,66,0
288,2,67,0
289,2,68,0
290,2,69,0
291,2,70,0
292,2,71,0
293,2,72,0
294,2,73,0
295,2,74,0
296,2,75,0
297,2,76,0
298,2,77,0
299,2,78,0
300,2,79,0
301,2,80,0
302,2,81,0
303,2,82,0
304,2,83,0
305,2,84,0
306,2,85,0
307,2,86,0
308,2,87,0
309,2,88,0
310,2,89,0
311,2,90,0
312,2,91,0
313,2,92,0
314,2,93,0
315,2,94,0
316,2,95,0
317,2,96,0
318,2,97,0
319,2,98,0
320,2,99,0
321,2,100,0
322,2,101,0
323,2,102,0
324,2,103,0
325,2,104,0
326,2,105,0
327,2,106,0
328,2,107,0
329,2,108,0
330,2,109,0
331,3,0,0
332,3,1,0
333,3,2,0
334,3,3,0
335,3,4,0
336,3,5,0
337,3,6,0
338,3,7,0
339,3,8,0
340,3,9,0
341,3,10,0
342,3,11,0
343,3,12,0
344,3,13,0
345,3,14,0
346,3,15,0
347,3,16,0
348,3,17,0
349,3,18,0
350,3,19,0
351,3,20,0
352,3,21,0
353,3,22,0
354,3,23,0
355,3,24,0
356,3,25,0
357,3,26,0
358,3,27,0
359,3,28,0
360,3,29,0
361,3,30,0
362,3,31,0
363,3,32,0
364,3,33,0
365,3,34,0
366,3,35,0
367,3,36,0
368,3,37,0
369,3,38,0
370,3,39,0
371,3,40,0
372,3,41,0
373,3,42,0
374,3,43,0
375,3,44,0
376,3,45,0
377,3,46,0
378,3,47,0
379,3,48,0
380,3,49,0
381,3,50,0
382,3,51,0
383,3,52,0
384,3,53,0
385,3,54,0
386,3,55,0
387,3,56,0
388,3,57,0
389,3,58,0
390,3,59,0
391,3,60,0
392,3,61,0
393,3,62,0
394,3,63,0
395,3,64,0
396,3,65,0
397,3,66,0
398,3,67,0
399,3,68,0
400,3,69,0
401,3,70,0
402,3,71,0
403,3,72,0
404,3,73,0
405,3,74,0
406,3,75,0
407,3,76,0
408,3,77,0
409,3,78,0
410,3,79,0
411,3,80,0
412,3,81,0
413,3,82,0
414,3,83,0
415,3,84,0
416,3,85,0
417,3,86,0
418,3,87,0
419,3,88,0
420,3,89,0
421,3,90,0
422,3,91,0
423,3,92,0
424,3,93,0
425,3,94,0
426,3,95,0
427,3,96,0
428,3,97,0
429,3,98,0
430,3,99,0
431,3,100,0
432,3,101,0
433,3,102,0
434,3,103,0
435,3,104,0
436,3,105,0
437,3,106,0
438,3,107,0
439,3,108,0
440,3,109,0
441,4,0,0
442,4,1,0
443,4,2,0
444,4,3,0
445,4,4,0
446,4,5,0
447,4,6,0
448,4,7,0
449,4,8,0
450,4,9,0
451,4,10,0
452,4,11,0
453,4,12,0
454,4,13,0
455,4,14,0
456,4,15,0
457,4,16,0
458,4,17,0
459,4,18,0
460,4,19,0
461,4,20,0
462,4,21,0
463,4,22,0
464,4,23,0
465,4,24,0
466,4,25,0
467,4,26,0
468,4,27,0
469,4,28,0
470,4,29,0
471,4,30,0
472,4,31,0
473,4,32,0
474,4,33,0
475,4,34,0
476,4,35,0
477,4,36,0
478,4,37,0
479,4,38,0
480,4,39,0
481,4,40,0
482,4,41,0
483,4,42,0
484,4,43,0
485,4,44,0
486,4,45,0
487,4,46,0
488,4,47,0
489,4,48,0
490,4,49,0
491,4,50,0
492,4,51,0
493,4,52,0
494,4,53,0
495,4,54,0
496,4,55,0
497,4,56,0
498,4,57,0
499,4,58,0
500,4,59,0
501,4,60,0
502,4,61,0
503,4,62,0
504,4,63,0
505,4,64,0
506,4,65,0
507,4,66,0
508,4,67,0
509,4,68,0
510,4,69,0
511,4,70,0
512,4,71,0
513,4,72,0
514,4,73,0
515,4,74,0
516,4,75,0
517,4,76,0
518,4,77,0
519,4,78,0
520,4,79,0
521,4,80,0
522,4,81,0
523,4,82,0
524,4,83,0
525,4,84,0
526,4,85,0
527,4,86,0
528,4,87,0
529,4,88,0
530,4,89,0
531,4,90,0
532,4,91,0
533,4,92,0
534,4,93,0
535,4,94,0
536,4,95,0
537,4,96,0
538,4,97,0
539,4,98,0
540,4,99,0
541,4,100,0
542,4,101,0
543,4,102,0
544,4,103,0
545,4,104,0
546,4,105,0
547,4,106,0
548,4,107,0
549,4,108,0
550,4,109,0
551,5,0,0
552,5,1,0
553,5,2,0
554,5,3,0
555,5,4,0
556,5,5,0
557,5,6,0
558,5,7,0
559,5,8,0
560,5,9,0
561,5,10,0
562,5,11,0
563,5,12,0
564,5,13,0
565,5,14,0
566,5,15,0
567,5,16,0
568,5,17,0
569,5,18,0
570,5,19,0
571,5,20,0
572,5,21,0
573,5,22,0
574,5,23,0
575,5,24,0
576,5,25,0
577,5,26,0
578,5,27,0
579,5,28,0
580,5,29,0
581,5,30,0
582,5,31,0
583,5,32,0
584,5,33,0
585,5,34,0
586,5,35,0
587,5,36,0
588,5,37,0
589,5,38,0
590,5,39,0
591,5,40,0
592,5,41,0
593,5,42,0
594,5,43,0
595,5,44,0
596,5,45,0
597,5,46,0
598,5,47,0
599,5,48,0
600,5,49,0
601,5,50,0
602,5,51,0
603,5,52,0
604,5,53,0
605,5,54,0
606,5,55,0
607,5,56,0
608,5,57,0
609,5,58,0
610,5,59,0
611,5,60,0
612,5,61,0
613,5,62,0
614,5,63,0
615,5,64,0
616,5,65,0
617,5,66,0
618,5,67,0
619,5,68,0
620,5,69,0
621,5,70,0
622,5,71,0
623,5,72,0
624,5,73,0
625,5,74,0
626,5,75,0
627,5,76,0
628,5,77,0
629,5,78,0
630,5,79,0
631,5,80,0
632,5,81,0
633,5,82,0
634,5,83,0
635,5,84,0
636,5,85,0
637,5,86,0
638,5,87,0
639,5,88,0
640,5,89,0
641,5,90,0
642,5,91,0
643,5,92,0
644,5,93,0
645,5,94,0
646,5,95,0
647,5,96,0
648,5,97,0
649,5,98,0
650,5,99,0
651,5,100,0
652,5,101,0
653,5,102,0
654,5,103,0
655,5,104,0
656,5,105,0
657,5,106,0
658,5,107,0
659,5,108,0
660,5,109,0
661,6,0,0
662,6,1,0
663,6,2,0
664,6,3,0
665,6,4,0
666,6,5,0
667,6,6,0
668,6,7,0
669,6,8,0
670,6,9,0
671,6,10,0
672,6,11,0
673,6,12,0
674,6,13,0
675,6,14,0
676,6,15,0
677,6,16,0
678,6,17,0
679,6,18,0
680,6,19,0
681,6,20,0
682,6,21,0
683,6,22,0
684,6,23,0
685,6,24,0
686,6,25,0
687,6,26,0
688,6,27,0
689,6,28,0
690,6,29,0
691,6,30,0
692,6,31,0
693,6,32,0
694,6,33,0
695,6,34,0
696,6,35,0
697,6,36,0
698,6,37,0
699,6,38,0
700,6,39,0
701,6,40,0
702,6,41,0
703,6,42,0
704,6,43,0
705,6,44,0
706,6,45,0
707,6,46,0
708,6,47,0
709,6,48,0
710,6,49,0
711,6,50,0
712,6,51,0
713,6,52,0
714,6,53,0
715,6,54,0
716,6,55,0
717,6,56,0
718,6,57,0
719,6,58,0
720,6,59,0
721,6,60,0
722,6,61,0
723,6,62,0
724,6,63,0
725,6,64,0
726,6,65,0
727,6,66,0
728,6,67,0
729,6,68,0
730,6,69,0
731,6,70,0
732,6,71,0
733,6,72,0
734,6,73,0
735,6,74,0
736,6,75,0
737,6,76,0
738,6,77,0
739,6,78,0
740,6,79,0
741,6,80,0
742,6,81,0
743,6,82,0
744,6,83,0
745,6,84,0
746,6,85,0
747,6,86,0
748,6,87,0
749,6,88,0
750,6,89,0
751,6,90,0
752,6,91,0
753,6,92,0
754,6,93,0
755,6,94,0
756,6,95,0
757,6,96,0
758,6,97,0
759,6,98,0
760,6,99,0
761,6,100,0
762,6,101,0
763,6,102,0
764,6,103,0
765,6,104,0
766,6,105,0
767,6,106,0
768,6,107,0
769,6,108,0
770,6,109,0
771,7,0,0
772,7,1,0
773,7,2,0
774,7,3,0
775,7,4,0
776,7,5,0
777,7,6,0
778,7,7,0
779,7,8,0
780,7,9,0
781,7,10,0
782,7,11,0
783,7,12,0
784,7,13,0
785,7,14,0
786,7,15,0
787,7,16,0
788,7,17,0
789,7,18,0
790,7,19,0
791,7,20,0
792,7,21,0
793,7,22,0
794,7,23,0
795,7,24,0
796,7,25,0
797,7,26,0
798,7,27,0
799,7,28,0
800,7,29,0
801,7,30,0
802,7,31,0
803,7,32,0
804,7,33,0
805,7,34,0
806,7,35,0
807,7,36,0
808,7,37,0
809,7,38,0
810,7,39,0
811,7,40,0
812,7,41,0
813,7,42,0
814,7,43,0
815,7,44,0
816,7,45,0
817,7,46,0
818,7,47,0
819,7,48,0
820,7,49,0
821,7,50,0
822,7,51,0
823,7,52,0
824,7,53,0
825,7,54,0
826,7,55,0
827,7,56,0
828,7,57,0
829,7,58,0
830,7,59,0
831,7,60,0
832,7,61,0
833,7,62,0
834,7,63,0
835,7,64,0
836,7,65,0
837,7,66,0
838,7,67,0
839,7,68,0
840,7,69,0
841,7,70,0
842,7,71,0
843,7,72,0
844,7,73,0
845,7,74,0
846,7,75,0
847,7,76,0
848,7,77,0
849,7,78,0
850,7,79,0
851,7,80,0
852,7,81,0
853,7,82,0
854,7,83,0
855,7,84,0
856,7,85,0
857,7,86,0
858,7,87,0
859,7,88,0
860,7,89,0
861,7,90,0
862,7,91,0
863,7,92,0
864,7,93,0
865,7,94,0
866,7,95,0
867,7,96,0
868,7,97,0
869,7,98,0
870,7,99,0
871,7,100,0
872,7,101,0
873,7,102,0
874,7,103,0
875,7,104,0
876,7,105,0
877,7,106,0
878,7,107,0
879,7,108,0
880,7,109,0
881,8,0,0
882,8,1,0
883,8,2,0
884,8,3,0
885,8,4,0
886,8,5,0
887,8,6,0
888,8,7,0
889,8,8,0
890,8,9,0
891,8,10,0
892,8,11,0
893,8,12,0
894,8,13,0
895,8,14,0
896,8,15,0
897,8,16,0
898,8,17,0
899,8,18,0
900,8,19,0
901,8,20,0
902,8,21,0
903,8,22,0
904,8,23,0
905,8,24,0
906,8,25,0
907,8,26,0
908,8,27,0
909,8,28,0
910,8,29,0
911,8,30,0
912,8,31,0
913,8,32,0
914,8,33,0
915,8,34,0
916,8,35,0
917,8,36,0
918,8,37,0
919,8,38,0
920,8,39,0
921,8,40,0
922,8,41,0
923,8,42,0
924,8,43,0
925,8,44,0
926,8,45,0
927,8,46,0
928,8,47,0
929,8,48,0
930,8,49,0
931,8,50,0
932,8,51,0
933,8,52,0
934,8,53,0
935,8,54,0
936,8,55,0
937,8,56,0
938,8,57,0
939,8,58,0
940,8,59,0
941,8,60,0
942,8,61,0
943,8,62,0
944,8,63,0
945,8,64,0
946,8,65,0
947,8,66,0
948,8,67,0
949,8,68,0
950,8,69,0
951,8,70,0
952,8,71,0
953,8,72,0
954,8,73,0
955,8,74,0
956,8,75,0
957,8,76,0
958,8,77,0
959,8,78,0
960,8,79,0
961,8,80,0
962,8,81,0
963,8,82,0
964,8,83,0
965,8,84,0
966,8,85,0
967,8,86,0
968,8,87,0
969,8,88,0
970,8,89,0
971,8,90,0
972,8,91,0
973,8,92,0
974,8,93,0
975,8,94,0
976,8,95,0
977,8,96,0
978,8,97,0
979,8,98,0
980,8,99,0
981,8,100,0
982,8,101,0
983,8,102,0
984,8,103,0
985,8,104,0
986,8,105,0
987,8,106,0
988,8,107,0
989,8,108,0
990,8,109,0
991,9,0,0
992,9,1,0
993,9,2,0
994,9,3,0
995,9,4,0
996,9,5,0
997,9,6,0
998,9,7,0
999,9,8,0
1000,9,9,0
1001,9,10,0
1002,9,11,0
1003,9,12,0
1004,9,13,0
1005,9,14,0
1006,9,15,0
1007,9,16,0
1008,9,17,0
1009,9,18,0
1010,9,19,0
1011,9,20,0
1012,9,21,0
1013,9,22,0
1014,9,23,0
1015,9,24,0
1016,9,25,0
1017,9,26,0
1018,9,27,0
1019,9,28,0
1020,9,29,0
1021,9,30,0
1022,9,31,0
1023,9,32,0
1024,9,33,0
1025,9,34,0
1026,9,35,0
1027,9,36,0
1028,9,37,0
1029,9,38,0
1030,9,39,0
1031,9,40,0
1032,9,41,0
1033,9,42,0
1034,9,43,0
1035,9,44,0
1036,9,45,0
1037,9,46,0
1038,9,47,0
1039,9,48,0
1040,9,49,0
1041,9,50,0
1042,9,51,0
1043,9,52,0
1044,9,53,0
1045,9,54,0
1046,9,55,0
1047,9,56,9
1048,9,57,12
1049,9,58,12
1050,9,59,12
1051,9,60,3
1052,9,61,0
1053,9,62,0
1054,9,63,0
1055,9,64,0
1056,9,65,0
1057,9,66,0
1058,9,67,0
1059,9,68,0
1060,9,69,0
1061,9,70,0
1062,9,71,0
1063,9,72,0
1064,9,73,0
1065,9,74,0
1066,9,75,0
1067,9,76,0
1068,9,77,0
1069,9,78,0
1070,9,79,0
1071,9,80,0
1072,9,81,0
1073,9,82,0
1074,9,83,0
1075,9,84,0
1076,9,85,0
1077,9,86,0
1078,9,87,0
1079,9,88,0
1080,9,89,0
1081,9,90,0
1082,9,91,0
1083,9,92,0
1084,9,93,0
1085,9,94,0
1086,9,95,0
1087,9,96,0
1088,9,97,0
1089,9,98,0
1090,9,99,0
1091,9,100,0
1092,9,101,0
1093,9,102,0
1094,9,103,0
1095,9,104,0
1096,9,105,0
1097,9,106,0
1098,9,107,0
1099,9,108,0
1100,9,109,0
1101,10,0,0
1102,10,1,0
1103,10,2,0
1104,10,3,0
1105,10,4,0
1106,10,5,0
1107,10,6,0
1108,10,7,0
1109,10,8,0
1110,10,9,0
1111,10,10,0
1112,10,11,0
1113,10,12,0
1114,10,13,0
1115,10,14,0
1116,10,15,0
1117,10,16,0
1118,10,17,0
1119,10,18,0
1120,10,19,0
1121,10,20,0
1122,10,21,0
1123,10,22,0
1124,10,23,0
1125,10,24,0
1126,10,25,0
1127,10,26,0
1128,10,27,0
1129,10,28,0
1130,10,29,0
1131,10,30,0
1132,10,31,0
1133,10,32,0
1134,10,33,0
1135,10,34,0
1136,10,35,0
1137,10,36,0
1138,10,37,0
1139,10,38,0
1140,10,39,0
1141,10,40,0
1142,10,41,0
1143,10,42,0
1144,10,43,0
1145,10,44,0
1146,10,45,0
1147,10,46,0
1148,10,47,0
1149,10,48,0
1150,10,49,0
1151,10,50,0
1152,10,51,12
1153,10,52,44
1154,10,53,123
1155,10,54,92
1156,10,55,187
1157,10,56,242
1158,10,57,255
1159,10,58,255
1160,10,59,255
1161,10,60,215
1162,10,61,203
1163,10,62,167
1164,10,63,76
1165,10,64,57
1166,10,65,9
1167,10,66,0
1168,10,67,0
1169,10,68,0
1170,10,69,0
1171,10,70,0
1172,10,71,0
1173,10,72,0
1174,10,73,0
1175,10,74,0
1176,10,75,0
1177,10,76,0
1178,10,77,0
1179,10,78,0
1180,10,79,0
1181,10,80,0
1182,10,81,0
1183,10,82,0
1184,10,83,0
1185,10,84,0
1186,10,85,0
1187,10,86,0
1188,10,87,0
1189,10,88,0
1190,10,89,0
1191,10,90,0
1192,10,91,0
1193,10,92,0
1194,10,93,0
1195,10,94,0
1196,10,95,0
1197,10,96,0
1198,10,97,0
1199,10,98,0
1200,10,99,0
1201,10,100,0
1202,10,101,0
1203,10,102,0
1204,10,103,0
1205,10,104,0
1206,10,105,0
1207,10,106,0
1208,10,107,0
1209,10,108,0
1210,10,109,0
1211,11,0,0
1212,11,1,0
1213,11,2,0
1214,11,3,0
1215,11,4,0
1216,11,5,0
1217,11,6,0
1218,11,7,0
1219,11,8,0
1220,11,9,0
1221,11,10,0
1222,11,11,0
1223,11,12,0
1224,11,13,0
1225,11,14,0
1226,11,15,0
1227,11,16,0
1228,11,17,0
1229,11,18,0
1230,11,19,0
1231,11,20,0
1232,11,21,0
1233,11,22,0
1234,11,23,0
1235,11,24,0
1236,11,25,0
1237,11,26,0
1238,11,27,0
1239,11,28,0
1240,11,29,0
1241,11,30,0
1242,11,31,0
1243,11,32,0
1244,11,33,0
1245,11,34,0
1246,11,35,0
1247,11,36,0
1248,11,37,0
1249,11,38,0
1250,11,39,0
1251,11,40,0
1252,11,41,0
1253,11,42,0
1254,11,43,0
1255,11,44,0
1256,11,45,0
1257,11,46,0
1258,11,47,0
1259,11,48,3
1260,11,49,44
1261,11,50,170
1262,11,51,254
1263,11,52,248
1264,11,53,241
1265,11,54,178
1266,11,55,130
1267,11,56,82
1268,11,57,99
1269,11,58,180
1270,11,59,241
1271,11,60,241
1272,11,61,242
1273,11,62,255
1274,11,63,255
1275,11,64,255
1276,11,65,240
1277,11,66,169
1278,11,67,70
1279,11,68,3
1280,11,69,0
1281,11,70,0
1282,11,71,0
1283,11,72,0
1284,11,73,0
1285,11,74,0
1286,11,75,0
1287,11,76,0
1288,11,77,0
1289,11,78,0
1290,11,79,0
1291,11,80,0
1292,11,81,0
1293,11,82,0
1294,11,83,0
1295,11,84,0
1296,11,85,0
1297,11,86,0
1298,11,87,0
1299,11,88,0
1300,11,89,0
1301,11,90,0
1302,11,91,0
1303,11,92,0
1304,11,93,0
1305,11,94,0
1306,11,95,0
1307,11,96,0
1308,11,97,0
1309,11,98,0
1310,11,99,0
1311,11,100,0
1312,11,101,0
1313,11,102,0
1314,11,103,0
1315,11,104,0
1316,11,105,0
1317,11,106,0
1318,11,107,0
1319,11,108,0
1320,11,109,0
1321,12,0,0
1322,12,1,0
1323,12,2,0
1324,12,3,0
1325,12,4,0
1326,12,5,0
1327,12,6,0
1328,12,7,0
1329,12,8,0
1330,12,9,0
1331,12,10,0
1332,12,11,0
1333,12,12,0
1334,12,13,0
1335,12,14,0
1336,12,15,0
1337,12,16,0
1338,12,17,0
1339,12,18,0
1340,12,19,0
1341,12,20,0
1342,12,21,0
1343,12,22,0
1344,12,23,0
1345,12,24,0
1346,12,25,0
1347,12,26,0
1348,12,27,0
1349,12,28,0
1350,12,29,0
1351,12,30,0
1352,12,31,0
1353,12,32,0
1354,12,33,0
1355,12,34,0
1356,12,35,0
1357,12,36,0
1358,12,37,0
1359,12,38,0
1360,12,39,0
1361,12,40,0
1362,12,41,0
1363,12,42,0
1364,12,43,0
1365,12,44,0
1366,12,45,0
1367,12,46,3
1368,12,47,106
1369,12,48,214
1370,12,49,255
1371,12,50,229
1372,12,51,130
1373,12,52,26
1374,12,53,0
1375,12,54,0
1376,12,55,0
1377,12,56,0
1378,12,57,0
1379,12,58,0
1380,12,59,0
1381,12,60,0
1382,12,61,2
1383,12,62,50
1384,12,63,50
1385,12,64,84
1386,12,65,183
1387,12,66,248
1388,12,67,255
1389,12,68,195
1390,12,69,102
1391,12,70,10
1392,12,71,0
1393,12,72,0
1394,12,73,0
1395,12,74,0
1396,12,75,0
1397,12,76,0
1398,12,77,0
1399,12,78,0
1400,12,79,0
1401,12,80,0
1402,12,81,0
1403,12,82,0
1404,12,83,0
1405,12,84,0
1406,12,85,0
1407,12,86,0
1408,12,87,0
1409,12,88,0
1410,12,89,0
1411,12,90,0
1412,12,91,0
1413,12,92,0
1414,12,93,0
1415,12,94,0
1416,12,95,0
1417,12,96,0
1418,12,97,0
1419,12,98,0
1420,12,99,0
1421,12,100,0
1422,12,101,0
1423,12,102,0
1424,12,103,0
1425,12,104,0
1426,12,105,0
1427,12,106,0
1428,12,107,0
1429,12,108,0
1430,12,109,0
1431,13,0,0
1432,13,1,0
1433,13,2,0
1434,13,3,0
1435,13,4,0
1436,13,5,0
1437,13,6,0
1438,13,7,0
1439,13,8,0
1440,13,9,0
1441,13,10,0
1442,13,11,0
1443,13,12,0
1444,13,13,0
1445,13,14,0
1446,13,15,0
1447,13,16,0
1448,13,17,0
1449,13,18,0
1450,13,19,0
1451,13,20,0
1452,13,21,0
1453,13,22,0
1454,13,23,0
1455,13,24,0
1456,13,25,0
1457,13,26,0
1458,13,27,0
1459,13,28,0
1460,13,29,0
1461,13,30,0
1462,13,31,0
1463,13,32,0
1464,13,33,0
1465,13,34,0
1466,13,35,0
1467,13,36,0
1468,13,37,0
1469,13,38,0
1470,13,39,0
1471,13,40,0
1472,13,41,0
1473,13,42,0
1474,13,43,0
1475,13,44,0
1476,13,45,25
1477,13,46,180
1478,13,47,255
1479,13,48,209
1480,13,49,83
1481,13,50,13
1482,13,51,0
1483,13,52,0
1484,13,53,0
1485,13,54,0
1486,13,55,0
1487,13,56,0
1488,13,57,0
1489,13,58,0
1490,13,59,0
1491,13,60,0
1492,13,61,0
1493,13,62,0
1494,13,63,0
1495,13,64,0
1496,13,65,0
1497,13,66,46
1498,13,67,199
1499,13,68,255
1500,13,69,255
1501,13,70,239
1502,13,71,145
1503,13,72,3
1504,13,73,0
1505,13,74,0
1506,13,75,0
1507,13,76,0
1508,13,77,0
1509,13,78,0
1510,13,79,0
1511,13,80,0
1512,13,81,0
1513,13,82,0
1514,13,83,0
1515,13,84,0
1516,13,85,0
1517,13,86,0
1518,13,87,0
1519,13,88,0
1520,13,89,0
1521,13,90,0
1522,13,91,0
1523,13,92,0
1524,13,93,0
1525,13,94,0
1526,13,95,0
1527,13,96,0
1528,13,97,0
1529,13,98,0
1530,13,99,0
1531,13,100,0
1532,13,101,0
1533,13,102,0
1534,13,103,0
1535,13,104,0
1536,13,105,0
1537,13,106,0
1538,13,107,0
1539,13,108,0
1540,13,109,0
1541,14,0,0
1542,14,1,0
1543,14,2,0
1544,14,3,0
1545,14,4,0
1546,14,5,0
1547,14,6,0
1548,14,7,0
1549,14,8,0
1550,14,9,0
1551,14,10,0
1552,14,11,0
1553,14,12,0
1554,14,13,0
1555,14,14,0
1556,14,15,0
1557,14,16,0
1558,14,17,0
1559,14,18,0
1560,14,19,0
1561,14,20,0
1562,14,21,0
1563,14,22,0
1564,14,23,0
1565,14,24,0
1566,14,25,0
1567,14,26,0
1568,14,27,0
1569,14,28,0
1570,14,29,0
1571,14,30,0
1572,14,31,0
1573,14,32,0
1574,14,33,0
1575,14,34,0
1576,14,35,0
1577,14,36,0
1578,14,37,0
1579,14,38,0
1580,14,39,0
1581,14,40,0
1582,14,41,0
1583,14,42,0
1584,14,43,0
1585,14,44,54
1586,14,45,238
1587,14,46,234
1588,14,47,99
1589,14,48,1
1590,14,49,0
1591,14,50,0
1592,14,51,0
1593,14,52,0
1594,14,53,0
1595,14,54,0
1596,14,55,0
1597,14,56,0
1598,14,57,0
1599,14,58,0
1600,14,59,0
1601,14,60,0
1602,14,61,0
1603,14,62,0
1604,14,63,0
1605,14,64,0
1606,14,65,0
1607,14,66,0
1608,14,67,3
1609,14,68,87
1610,14,69,210
1611,14,70,252
1612,14,71,255
1613,14,72,158
1614,14,73,18
1615,14,74,0
1616,14,75,0
1617,14,76,0
1618,14,77,0
1619,14,78,0
1620,14,79,0
1621,14,80,0
1622,14,81,0
1623,14,82,0
1624,14,83,0
1625,14,84,0
1626,14,85,0
1627,14,86,0
1628,14,87,0
1629,14,88,0
1630,14,89,0
1631,14,90,0
1632,14,91,0
1633,14,92,0
1634,14,93,0
1635,14,94,0
1636,14,95,0
1637,14,96,0
1638,14,97,0
1639,14,98,0
1640,14,99,0
1641,14,100,0
1642,14,101,0
1643,14,102,0
1644,14,103,0
1645,14,104,0
1646,14,105,0
1647,14,106,0
1648,14,107,0
1649,14,108,0
1650,14,109,0
1651,15,0,0
1652,15,1,0
1653,15,2,0
1654,15,3,0
1655,15,4,0
1656,15,5,0
1657,15,6,0
1658,15,7,0
1659,15,8,0
1660,15,9,0
1661,15,10,0
