Index,X-coordinate,Y-coordinate,Intensity,Labels
6553,29,143,255,1
6554,29,144,255,1
6555,29,145,255,1
6720,30,89,255,1
6721,30,90,255,1
6722,30,91,255,1
6723,30,92,255,1
6773,30,142,255,1
6774,30,143,255,1
6775,30,144,255,1
6776,30,145,255,1
6777,30,146,255,1
6940,31,88,255,1
6941,31,89,255,1
6942,31,90,255,1
6943,31,91,255,1
6951,31,99,255,1
6952,31,100,255,1
6953,31,101,255,1
6954,31,102,255,1
6955,31,103,255,1
6956,31,104,255,1
6957,31,105,255,1
6958,31,106,255,1
6959,31,107,255,1
6960,31,108,255,1
6961,31,109,255,1
6962,31,110,255,1
6963,31,111,255,1
6964,31,112,255,1
6965,31,113,255,1
6966,31,114,255,1
6996,31,144,255,1
6997,31,145,255,1
6998,31,146,255,1
6999,31,147,255,1
7160,32,87,255,1
7161,32,88,255,1
7162,32,89,255,1
7163,32,90,255,1
7164,32,91,255,1
7171,32,98,255,1
7172,32,99,255,1
7173,32,100,255,1
7174,32,101,255,1
7175,32,102,255,1
7176,32,103,255,1
7177,32,104,255,1
7178,32,105,255,1
7179,32,106,255,1
7180,32,107,255,1
7181,32,108,255,1
7182,32,109,255,1
7183,32,110,255,1
7184,32,111,255,1
7185,32,112,255,1
7186,32,113,255,1
7187,32,114,255,1
7188,32,115,255,1
7189,32,116,255,1
7190,32,117,255,1
7191,32,118,255,1
7192,32,119,255,1
7193,32,120,255,1
7194,32,121,255,1
7195,32,122,255,1
7219,32,146,255,1
7220,32,147,255,1
7221,32,148,255,1
7380,33,86,255,1
7381,33,87,255,1
7382,33,88,255,1
7383,33,89,255,1
7384,33,90,255,1
7391,33,97,255,1
7392,33,98,255,1
7393,33,99,255,1
7394,33,100,255,1
7395,33,101,255,1
7396,33,102,255,1
7397,33,103,255,1
7398,33,104,255,1
7399,33,105,255,1
7400,33,106,255,1
7401,33,107,255,1
7402,33,108,255,1
7403,33,109,255,1
7404,33,110,255,1
7405,33,111,255,1
7406,33,112,255,1
7407,33,113,255,1
7408,33,114,255,1
7409,33,115,255,1
7410,33,116,255,1
7411,33,117,255,1
7412,33,118,255,1
7413,33,119,255,1
7414,33,120,255,1
7415,33,121,255,1
7416,33,122,255,1
7417,33,123,255,1
7418,33,124,255,1
7419,33,125,255,1
7441,33,147,255,1
7442,33,148,255,1
7443,33,149,255,1
7600,34,85,255,1
7601,34,86,255,1
7602,34,87,255,1
7603,34,88,255,1
7604,34,89,255,1
7605,34,90,255,1
7613,34,98,255,1
7614,34,99,255,1
7615,34,100,255,1
7616,34,101,255,1
7617,34,102,255,1
7618,34,103,255,1
7619,34,104,255,1
7620,34,105,255,1
7621,34,106,255,1
7622,34,107,255,1
7623,34,108,255,1
7624,34,109,255,1
7625,34,110,255,1
7626,34,111,255,1
7627,34,112,255,1
7628,34,113,255,1
7629,34,114,255,1
7630,34,115,255,1
7631,34,116,255,1
7632,34,117,255,1
7633,34,118,255,1
7634,34,119,255,1
7635,34,120,255,1
7636,34,121,255,1
7637,34,122,255,1
7638,34,123,255,1
7639,34,124,255,1
7640,34,125,255,1
7641,34,126,255,1
7642,34,127,255,1
7663,34,148,255,1
7664,34,149,255,1
7665,34,150,255,1
7820,35,84,255,1
7821,35,85,255,1
7822,35,86,255,1
7823,35,87,255,1
7824,35,88,255,1
7825,35,89,255,1
7833,35,97,255,1
7834,35,98,255,1
7835,35,99,255,1
7836,35,100,255,1
7837,35,101,255,1
7838,35,102,255,1
7839,35,103,255,1
7840,35,104,255,1
7841,35,105,255,1
7842,35,106,255,1
7843,35,107,255,1
7844,35,108,255,1
7845,35,109,255,1
7846,35,110,255,1
7847,35,111,255,1
7848,35,112,255,1
7849,35,113,255,1
7850,35,114,255,1
7851,35,115,255,1
7852,35,116,255,1
7853,35,117,255,1
7854,35,118,255,1
7855,35,119,255,1
7856,35,120,255,1
7857,35,121,255,1
7858,35,122,255,1
7859,35,123,255,1
7860,35,124,255,1
7861,35,125,255,1
7862,35,126,255,1
7863,35,127,255,1
7864,35,128,255,1
7865,35,129,255,1
7866,35,130,255,1
7867,35,131,255,1
7885,35,149,255,1
7886,35,150,255,1
7887,35,151,255,1
8041,36,84,255,1
8042,36,85,255,1
8043,36,86,255,1
8044,36,87,255,1
8045,36,88,255,1
8046,36,89,255,1
8052,36,95,255,1
8053,36,96,255,1
8054,36,97,255,1
8055,36,98,255,1
8056,36,99,255,1
8057,36,100,255,1
8058,36,101,255,1
8059,36,102,255,1
8060,36,103,255,1
8061,36,104,255,1
8062,36,105,255,1
8063,36,106,255,1
8064,36,107,255,1
8065,36,108,255,1
8066,36,109,255,1
8067,36,110,255,1
8068,36,111,255,1
8069,36,112,255,1
8070,36,113,255,1
8071,36,114,255,1
8072,36,115,255,1
8073,36,116,255,1
8074,36,117,255,1
8075,36,118,255,1
8076,36,119,255,1
8077,36,120,255,1
8078,36,121,255,1
8079,36,122,255,1
8080,36,123,255,1
8081,36,124,255,1
8082,36,125,255,1
8083,36,126,255,1
8084,36,127,255,1
8085,36,128,255,1
8086,36,129,255,1
8087,36,130,255,1
8088,36,131,255,1
8089,36,132,255,1
8090,36,133,255,1
8091,36,134,255,1
8108,36,151,255,1
8261,37,83,255,1
8262,37,84,255,1
8263,37,85,255,1
8264,37,86,255,1
8265,37,87,255,1
8266,37,88,255,1
8272,37,94,255,1
8273,37,95,255,1
8274,37,96,255,1
8275,37,97,255,1
8276,37,98,255,1
8277,37,99,255,1
8278,37,100,255,1
8279,37,101,255,1
8280,37,102,255,1
8281,37,103,255,1
8282,37,104,255,1
8283,37,105,255,1
8284,37,106,255,1
8285,37,107,255,1
8286,37,108,255,1
8287,37,109,255,1
8288,37,110,255,1
8289,37,111,255,1
8290,37,112,255,1
8291,37,113,255,1
8292,37,114,255,1
8293,37,115,255,1
8294,37,116,255,1
8295,37,117,255,1
8296,37,118,255,1
8297,37,119,255,1
8298,37,120,255,1
8299,37,121,255,1
8300,37,122,255,1
8301,37,123,255,1
8302,37,124,255,1
8303,37,125,255,1
8304,37,126,255,1
8305,37,127,255,1
8306,37,128,255,1
8307,37,129,255,1
8308,37,130,255,1
8309,37,131,255,1
8310,37,132,255,1
8311,37,133,255,1
8312,37,134,255,1
8313,37,135,255,1
8314,37,136,255,1
8315,37,137,255,1
8330,37,152,255,3
8482,38,83,255,1
8483,38,84,255,1
8484,38,85,255,1
8485,38,86,255,1
8486,38,87,255,1
8487,38,88,255,1
8492,38,93,255,1
8493,38,94,255,1
8494,38,95,255,1
8495,38,96,255,1
8496,38,97,255,1
8497,38,98,255,1
8498,38,99,255,1
8499,38,100,255,1
8500,38,101,255,1
8501,38,102,255,1
8502,38,103,255,1
8503,38,104,255,1
8504,38,105,255,1
8505,38,106,255,1
8506,38,107,255,1
8507,38,108,255,1
8508,38,109,255,1
8509,38,110,255,1
8510,38,111,255,1
8511,38,112,255,1
8512,38,113,255,1
8513,38,114,255,1
8514,38,115,255,1
8515,38,116,255,1
8516,38,117,255,1
8517,38,118,255,1
8518,38,119,255,1
8519,38,120,255,1
8520,38,121,255,1
8521,38,122,255,1
8522,38,123,255,1
8523,38,124,255,1
8524,38,125,255,1
8525,38,126,255,1
8526,38,127,255,1
8527,38,128,255,1
8528,38,129,255,1
8529,38,130,255,1
8530,38,131,255,1
8531,38,132,255,1
8532,38,133,255,1
8533,38,134,255,1
8534,38,135,255,1
8535,38,136,255,1
8536,38,137,255,1
8537,38,138,255,1
8538,38,139,255,1
8551,38,152,255,3
8552,38,153,255,3
8553,38,154,255,3
8702,39,82,255,1
8703,39,83,255,1
8704,39,84,255,1
8705,39,85,255,1
8706,39,86,255,1
8707,39,87,255,1
8713,39,93,255,1
8714,39,94,255,1
8715,39,95,255,1
8716,39,96,255,1
8717,39,97,255,1
8718,39,98,255,1
8719,39,99,255,1
8720,39,100,255,1
8721,39,101,255,1
8722,39,102,255,1
8723,39,103,255,1
8724,39,104,255,1
8725,39,105,255,1
8726,39,106,255,1
8727,39,107,255,1
8728,39,108,255,1
8729,39,109,255,1
8730,39,110,255,1
8731,39,111,255,1
8732,39,112,255,1
8733,39,113,255,1
8734,39,114,255,1
8735,39,115,255,1
8736,39,116,255,1
8737,39,117,255,1
8738,39,118,255,1
8739,39,119,255,1
8740,39,120,255,1
8741,39,121,255,1
8742,39,122,255,1
8743,39,123,255,1
8744,39,124,255,1
8745,39,125,255,1
8746,39,126,255,1
8747,39,127,255,1
8748,39,128,255,1
8749,39,129,255,1
8750,39,130,255,1
8751,39,131,255,1
8752,39,132,255,1
8753,39,133,255,1
8754,39,134,255,1
8755,39,135,255,1
8756,39,136,255,1
8757,39,137,255,1
8758,39,138,255,1
8759,39,139,255,1
8760,39,140,255,1
8761,39,141,255,1
8773,39,153,255,3
8774,39,154,255,3
8922,40,81,255,1
8923,40,82,255,1
8924,40,83,255,1
8925,40,84,255,1
8926,40,85,255,1
8927,40,86,255,1
8933,40,92,255,1
8934,40,93,255,1
8935,40,94,255,1
8936,40,95,255,1
8937,40,96,255,1
8938,40,97,255,1
8939,40,98,255,1
8940,40,99,255,1
8941,40,100,255,1
8942,40,101,255,1
8943,40,102,255,1
8944,40,103,255,1
8945,40,104,255,1
8946,40,105,255,1
8947,40,106,255,1
8948,40,107,255,1
8949,40,108,255,1
8950,40,109,255,1
8951,40,110,255,1
8952,40,111,255,1
8953,40,112,255,1
8954,40,113,255,1
8955,40,114,255,1
8956,40,115,255,1
8957,40,116,255,1
8958,40,117,255,1
8959,40,118,255,1
8960,40,119,255,1
8961,40,120,255,1
8962,40,121,255,1
8963,40,122,255,1
8964,40,123,255,1
8965,40,124,255,1
8966,40,125,255,1
8967,40,126,255,1
8968,40,127,255,1
8969,40,128,255,1
8970,40,129,255,1
8971,40,130,255,1
8972,40,131,255,1
8973,40,132,255,1
8974,40,133,255,1
8975,40,134,255,1
8976,40,135,255,1
8977,40,136,255,1
8978,40,137,255,1
8979,40,138,255,1
8980,40,139,255,1
8981,40,140,255,1
8982,40,141,255,1
8983,40,142,255,1
8994,40,153,255,3
8995,40,154,255,3
8996,40,155,255,3
9143,41,81,255,1
9144,41,82,255,1
9145,41,83,255,1
9146,41,84,255,1
9147,41,85,255,1
9148,41,86,255,1
9153,41,91,255,1
9154,41,92,255,1
9155,41,93,255,1
9156,41,94,255,1
9157,41,95,255,1
9158,41,96,255,1
9159,41,97,255,1
9160,41,98,255,1
9161,41,99,255,1
9162,41,100,255,1
9163,41,101,255,1
9164,41,102,255,1
9165,41,103,255,1
9166,41,104,255,1
9167,41,105,255,1
9168,41,106,255,1
9169,41,107,255,1
9170,41,108,255,1
9171,41,109,255,1
9172,41,110,255,1
9173,41,111,255,1
9174,41,112,255,1
9175,41,113,255,1
9176,41,114,255,1
9177,41,115,255,1
9178,41,116,255,1
9179,41,117,255,1
9180,41,118,255,1
9181,41,119,255,1
9182,41,120,255,1
9183,41,121,255,1
9184,41,122,255,1
9185,41,123,255,1
9186,41,124,255,1
9187,41,125,255,1
9188,41,126,255,1
9189,41,127,255,1
9190,41,128,255,1
9191,41,129,255,1
9192,41,130,255,1
9193,41,131,255,1
9194,41,132,255,1
9195,41,133,255,1
9196,41,134,255,1
9197,41,135,255,1
9198,41,136,255,1
9199,41,137,255,1
9200,41,138,255,1
9201,41,139,255,1
9202,41,140,255,1
9203,41,141,255,1
9204,41,142,255,1
9205,41,143,255,1
9212,41,150,255,1
9216,41,154,255,3
9217,41,155,255,3
9218,41,156,255,3
9363,42,80,255,1
9364,42,81,255,1
9365,42,82,255,1
9366,42,83,255,1
9367,42,84,255,1
9368,42,85,255,1
9374,42,91,255,1
9375,42,92,255,1
9376,42,93,255,1
9377,42,94,255,1
9378,42,95,255,1
9379,42,96,255,1
9380,42,97,255,1
9381,42,98,255,1
9382,42,99,255,1
9383,42,100,255,1
9384,42,101,255,1
9385,42,102,255,1
9386,42,103,255,1
9387,42,104,255,1
9388,42,105,255,1
9389,42,106,255,1
9390,42,107,255,1
9391,42,108,255,1
9392,42,109,255,1
9393,42,110,255,1
9394,42,111,255,1
9395,42,112,255,1
9396,42,113,255,1
9397,42,114,255,1
9398,42,115,255,1
9399,42,116,255,1
9400,42,117,255,1
9401,42,118,255,1
9402,42,119,255,1
9403,42,120,255,1
9404,42,121,255,1
9405,42,122,255,1
9406,42,123,255,1
9407,42,124,255,1
9408,42,125,255,1
9409,42,126,255,1
9410,42,127,255,1
9411,42,128,255,1
9412,42,129,255,1
9413,42,130,255,1
9414,42,131,255,1
9415,42,132,255,1
9416,42,133,255,1
9417,42,134,255,1
9418,42,135,255,1
9419,42,136,255,1
9420,42,137,255,1
9421,42,138,255,1
9422,42,139,255,1
9423,42,140,255,1
9424,42,141,255,1
9425,42,142,255,1
9426,42,143,255,1
9427,42,144,255,1
9433,42,150,255,1
9438,42,155,255,3
9439,42,156,255,3
9440,42,157,255,3
9584,43,80,255,1
9585,43,81,255,1
9586,43,82,255,1
9587,43,83,255,1
9588,43,84,255,1
9589,43,85,255,1
9594,43,90,255,1
9595,43,91,255,1
9596,43,92,255,1
9597,43,93,255,1
9598,43,94,255,1
9599,43,95,255,1
9600,43,96,255,1
9601,43,97,255,1
9602,43,98,255,1
9603,43,99,255,1
9604,43,100,255,1
9605,43,101,255,1
9606,43,102,255,1
9607,43,103,255,1
9608,43,104,255,1
9609,43,105,255,1
9610,43,106,255,1
9611,43,107,255,1
9612,43,108,255,1
9613,43,109,255,1
9614,43,110,255,1
9615,43,111,255,1
9616,43,112,255,1
9617,43,113,255,1
9618,43,114,255,1
9619,43,115,255,1
9620,43,116,255,1
9621,43,117,255,1
9622,43,118,255,1
9623,43,119,255,1
9624,43,120,255,1
9625,43,121,255,1
9626,43,122,255,1
9627,43,123,255,1
9628,43,124,255,1
9629,43,125,255,1
9630,43,126,255,1
9631,43,127,255,1
9632,43,128,255,1
9633,43,129,255,1
9634,43,130,255,1
9635,43,131,255,1
9636,43,132,255,1
9637,43,133,255,1
9638,43,134,255,1
9639,43,135,255,1
9640,43,136,255,1
9641,43,137,255,1
9642,43,138,255,1
9643,43,139,255,1
9644,43,140,255,1
9645,43,141,255,1
9646,43,142,255,1
9647,43,143,255,1
9648,43,144,255,1
9649,43,145,255,1
9655,43,151,255,1
9659,43,155,255,3
9660,43,156,255,3
9661,43,157,255,3
9662,43,158,255,3
9804,44,79,255,1
9805,44,80,255,1
9806,44,81,255,1
9807,44,82,255,1
9808,44,83,255,1
9809,44,84,255,1
9810,44,85,255,1
9813,44,88,255,1
9814,44,89,255,1
9815,44,90,255,1
9816,44,91,255,1
9817,44,92,255,1
9818,44,93,255,1
9819,44,94,255,1
9820,44,95,255,1
9821,44,96,255,1
9822,44,97,255,1
9823,44,98,255,1
9824,44,99,255,1
9825,44,100,255,1
9826,44,101,255,1
9827,44,102,255,1
9828,44,103,255,1
9829,44,104,255,1
9830,44,105,255,1
9831,44,106,255,1
9832,44,107,255,1
9833,44,108,255,1
9834,44,109,255,1
9835,44,110,255,1
9836,44,111,255,1
9837,44,112,255,1
9838,44,113,255,1
9839,44,114,255,1
9840,44,115,255,1
9841,44,116,255,1
9842,44,117,255,1
9843,44,118,255,1
9844,44,119,255,1
9845,44,120,255,1
9846,44,121,255,1
9847,44,122,255,1
9848,44,123,255,1
9849,44,124,255,1
9850,44,125,255,1
9851,44,126,255,1
9852,44,127,255,1
9853,44,128,255,1
9854,44,129,255,1
9855,44,130,255,1
9856,44,131,255,1
9857,44,132,255,1
9858,44,133,255,1
9859,44,134,255,1
9860,44,135,255,1
9861,44,136,255,1
9862,44,137,255,1
9863,44,138,255,1
9864,44,139,255,1
9865,44,140,255,1
9866,44,141,255,1
9867,44,142,255,1
9868,44,143,255,1
9869,44,144,255,1
9870,44,145,255,1
9877,44,152,255,1
9881,44,156,255,3
9882,44,157,255,3
9883,44,158,255,3
9884,44,159,255,3
10025,45,79,255,1
10026,45,80,255,1
10027,45,81,255,1
10028,45,82,255,1
10029,45,83,255,1
10030,45,84,255,1
10031,45,85,255,1
10032,45,86,255,1
10033,45,87,255,1
10034,45,88,255,1
10035,45,89,255,1
10036,45,90,255,1
10037,45,91,255,1
10038,45,92,255,1
10039,45,93,255,1
10040,45,94,255,1
10041,45,95,255,1
10042,45,96,255,1
10043,45,97,255,1
10044,45,98,255,1
10045,45,99,255,1
10046,45,100,255,1
10047,45,101,255,1
10048,45,102,255,1
10049,45,103,255,1
10050,45,104,255,1
10051,45,105,255,1
10052,45,106,255,1
10053,45,107,255,1
10054,45,108,255,1
10055,45,109,255,1
10056,45,110,255,1
10057,45,111,255,1
10058,45,112,255,1
10059,45,113,255,1
10060,45,114,255,1
10061,45,115,255,1
10062,45,116,255,1
10063,45,117,255,1
10064,45,118,255,1
10065,45,119,255,1
10066,45,120,255,1
10067,45,121,255,1
10068,45,122,255,1
10069,45,123,255,1
10070,45,124,255,1
10071,45,125,255,1
10072,45,126,255,1
10073,45,127,255,1
10074,45,128,255,1
10075,45,129,255,1
10076,45,130,255,1
10077,45,131,255,1
10078,45,132,255,1
10079,45,133,255,1
10080,45,134,255,1
10081,45,135,255,1
10082,45,136,255,1
10091,45,145,255,1
10092,45,146,255,1
10093,45,147,255,1
10098,45,152,255,1
10099,45,153,255,1
10103,45,157,255,3
10104,45,158,255,3
10105,45,159,255,3
10106,45,160,255,3
10245,46,78,255,1
10246,46,79,255,1
10247,46,80,255,1
10248,46,81,255,1
10249,46,82,255,1
10250,46,83,255,1
10251,46,84,255,1
10252,46,85,255,1
10253,46,86,255,1
10254,46,87,255,1
10255,46,88,255,1
10256,46,89,255,1
10257,46,90,255,1
10258,46,91,255,1
10259,46,92,255,1
10260,46,93,255,1
10261,46,94,255,1
10262,46,95,255,1
10263,46,96,255,1
10264,46,97,255,1
10265,46,98,255,1
10266,46,99,255,1
10267,46,100,255,1
10268,46,101,255,1
10269,46,102,255,1
10270,46,103,255,1
10271,46,104,255,1
10272,46,105,255,1
10273,46,106,255,1
10274,46,107,255,1
10275,46,108,255,1
10276,46,109,255,1
10277,46,110,255,1
10278,46,111,255,1
10279,46,112,255,1
10280,46,113,255,1
10281,46,114,255,1
10282,46,115,255,1
10283,46,116,255,1
10284,46,117,255,1
10285,46,118,255,1
10286,46,119,255,1
10287,46,120,255,1
10288,46,121,255,1
10289,46,122,255,1
10290,46,123,255,1
10291,46,124,255,1
10292,46,125,255,1
10293,46,126,255,1
10294,46,127,255,1
10295,46,128,255,1
10296,46,129,255,1
10311,46,144,255,1
10312,46,145,255,1
10313,46,146,255,1
10314,46,147,255,1
10315,46,148,255,1
10316,46,149,255,1
10320,46,153,255,1
10321,46,154,255,1
10325,46,158,255,3
10326,46,159,255,3
10327,46,160,255,3
10465,47,77,255,1
10466,47,78,255,1
10467,47,79,255,1
10468,47,80,255,1
10469,47,81,255,1
10470,47,82,255,1
10471,47,83,255,1
10472,47,84,255,1
10473,47,85,255,1
10474,47,86,255,1
10475,47,87,255,1
10476,47,88,255,1
10477,47,89,255,1
10478,47,90,255,1
10479,47,91,255,1
10480,47,92,255,1
10481,47,93,255,1
10482,47,94,255,1
10483,47,95,255,1
10484,47,96,255,1
10485,47,97,255,1
10486,47,98,255,1
10487,47,99,255,1
10488,47,100,255,1
10489,47,101,255,1
10490,47,102,255,1
10491,47,103,255,1
10492,47,104,255,1
10493,47,105,255,1
10494,47,106,255,1
10495,47,107,255,1
10496,47,108,255,1
10497,47,109,255,1
10498,47,110,255,1
10499,47,111,255,1
10500,47,112,255,1
10501,47,113,255,1
10502,47,114,255,1
10503,47,115,255,1
10504,47,116,255,1
10505,47,117,255,1
10506,47,118,255,1
10507,47,119,255,1
10508,47,120,255,1
10509,47,121,255,1
10510,47,122,255,1
10511,47,123,255,1
10512,47,124,255,1
10513,47,125,255,1
10514,47,126,255,1
10532,47,144,255,1
10533,47,145,255,1
10534,47,146,255,1
10535,47,147,255,1
10536,47,148,255,1
10537,47,149,255,1
10538,47,150,255,1
10542,47,154,255,1
10543,47,155,255,1
10547,47,159,255,3
10548,47,160,255,3
10549,47,161,255,3
10686,48,77,255,1
10687,48,78,255,1
10688,48,79,255,1
10689,48,80,255,1
10690,48,81,255,1
10691,48,82,255,1
10692,48,83,255,1
10693,48,84,255,1
10694,48,85,255,1
10695,48,86,255,1
10698,48,89,255,1
10699,48,90,255,1
10700,48,91,255,1
10701,48,92,255,1
10702,48,93,255,1
10703,48,94,255,1
10704,48,95,255,1
10705,48,96,255,1
10706,48,97,255,1
10707,48,98,255,1
10708,48,99,255,1
10709,48,100,255,1
10714,48,105,255,1
10715,48,106,255,1
10716,48,107,255,1
10717,48,108,255,1
10718,48,109,255,1
10719,48,110,255,1
10720,48,111,255,1
10721,48,112,255,1
10722,48,113,255,1
10723,48,114,255,1
10724,48,115,255,1
10725,48,116,255,1
10726,48,117,255,1
10727,48,118,255,1
10728,48,119,255,1
10729,48,120,255,1
10730,48,121,255,1
10731,48,122,255,1
10732,48,123,255,1
10733,48,124,255,1
10740,48,131,255,1
10741,48,132,255,1
10742,48,133,255,1
10743,48,134,255,1
10744,48,135,255,1
10752,48,143,255,1
10753,48,144,255,1
10754,48,145,255,1
10755,48,146,255,1
10756,48,147,255,1
10757,48,148,255,1
10758,48,149,255,1
10759,48,150,255,1
10760,48,151,255,1
10768,48,159,255,3
10769,48,160,255,3
10770,48,161,255,3
10771,48,162,255,3
10906,49,76,255,1
10907,49,77,255,1
10908,49,78,255,1
10909,49,79,255,1
10910,49,80,255,1
10911,49,81,255,1
10912,49,82,255,1
10913,49,83,255,1
10915,49,85,255,1
10918,49,88,255,1
10919,49,89,255,1
10920,49,90,255,1
10921,49,91,255,1
10922,49,92,255,1
10923,49,93,255,1
10924,49,94,255,1
10925,49,95,255,1
10926,49,96,255,1
10927,49,97,255,1
10928,49,98,255,1
10929,49,99,255,1
10938,49,108,255,1
10939,49,109,255,1
10940,49,110,255,1
10941,49,111,255,1
10942,49,112,255,1
10943,49,113,255,1
10944,49,114,255,1
10945,49,115,255,1
10946,49,116,255,1
10947,49,117,255,1
10948,49,118,255,1
10949,49,119,255,1
10950,49,120,255,1
10951,49,121,255,1
10952,49,122,255,1
10958,49,128,255,1
10959,49,129,255,1
10960,49,130,255,1
10961,49,131,255,1
10962,49,132,255,1
10963,49,133,255,1
10964,49,134,255,1
10965,49,135,255,1
10966,49,136,255,1
10973,49,143,255,1
10974,49,144,255,1
10975,49,145,255,1
10976,49,146,255,1
10977,49,147,255,1
10978,49,148,255,1
10979,49,149,255,1
10980,49,150,255,1
10981,49,151,255,1
10989,49,159,255,3
10990,49,160,255,3
10991,49,161,255,3
10992,49,162,255,3
11126,50,75,255,1
11127,50,76,255,1
11128,50,77,255,1
11129,50,78,255,1
11130,50,79,255,1
11131,50,80,255,1
11132,50,81,255,1
11133,50,82,255,1
11139,50,88,255,1
11140,50,89,255,1
11141,50,90,255,1
11142,50,91,255,1
11143,50,92,255,1
11144,50,93,255,1
11145,50,94,255,1
11146,50,95,255,1
11162,50,111,255,1
11163,50,112,255,1
11164,50,113,255,1
11165,50,114,255,1
11166,50,115,255,1
11167,50,116,255,1
11168,50,117,255,1
11169,50,118,255,1
11170,50,119,255,1
11177,50,126,255,1
11178,50,127,255,1
11179,50,128,255,1
11180,50,129,255,1
11181,50,130,255,1
11182,50,131,255,1
11183,50,132,255,1
11184,50,133,255,1
11185,50,134,255,1
11186,50,135,255,1
11187,50,136,255,1
11188,50,137,255,1
11194,50,143,255,1
11195,50,144,255,1
11196,50,145,255,1
11197,50,146,255,1
11198,50,147,255,1
11199,50,148,255,1
11200,50,149,255,1
11201,50,150,255,1
11211,50,160,255,3
11212,50,161,255,3
11213,50,162,255,3
11214,50,163,255,3
11346,51,74,255,1
11347,51,75,255,1
11348,51,76,255,1
11349,51,77,255,1
11350,51,78,255,1
11351,51,79,255,1
11352,51,80,255,1
11353,51,81,255,1
11358,51,86,255,1
11359,51,87,255,1
11360,51,88,255,1
11361,51,89,255,1
11362,51,90,255,1
11363,51,91,255,1
11364,51,92,255,1
11365,51,93,255,1
11397,51,125,255,1
11398,51,126,255,1
11399,51,127,255,1
11400,51,128,255,1
11401,51,129,255,1
11402,51,130,255,1
11403,51,131,255,1
11404,51,132,255,1
11405,51,133,255,1
11406,51,134,255,1
11407,51,135,255,1
11408,51,136,255,1
11409,51,137,255,1
11413,51,141,255,1
11414,51,142,255,1
11415,51,143,255,1
11416,51,144,255,1
11417,51,145,255,1
11418,51,146,255,1
11419,51,147,255,1
11420,51,148,255,1
