Index,X-coordinate,Y-coordinate,Intensity
4405,28,92,255
4406,28,93,255
4407,28,94,255
4408,28,95,255
4409,28,96,255
4410,28,97,255
4411,28,98,255
4412,28,99,255
4421,28,108,255
4524,29,57,255
4525,29,58,255
4531,29,64,255
4532,29,65,255
4533,29,66,255
4534,29,67,255
4535,29,68,255
4536,29,69,255
4537,29,70,255
4538,29,71,255
4539,29,72,255
4540,29,73,255
4541,29,74,255
4542,29,75,255
4543,29,76,255
4544,29,77,255
4545,29,78,255
4546,29,79,255
4547,29,80,255
4548,29,81,255
4549,29,82,255
4550,29,83,255
4551,29,84,255
4552,29,85,255
4553,29,86,255
4554,29,87,255
4555,29,88,255
4556,29,89,255
4557,29,90,255
4558,29,91,255
4559,29,92,255
4560,29,93,255
4561,29,94,255
4562,29,95,255
4563,29,96,255
4564,29,97,255
4565,29,98,255
4566,29,99,255
4567,29,100,255
4575,29,108,255
4576,29,109,255
4677,30,56,255
4678,30,57,255
4679,30,58,255
4684,30,63,255
4685,30,64,255
4686,30,65,255
4687,30,66,255
4688,30,67,255
4689,30,68,255
4690,30,69,255
4691,30,70,255
4692,30,71,255
4693,30,72,255
4694,30,73,255
4695,30,74,255
4696,30,75,255
4697,30,76,255
4698,30,77,255
4699,30,78,255
4700,30,79,255
4701,30,80,255
4702,30,81,255
4703,30,82,255
4704,30,83,255
4705,30,84,255
4706,30,85,255
4707,30,86,255
4708,30,87,255
4709,30,88,255
4710,30,89,255
4711,30,90,255
4712,30,91,255
4713,30,92,255
4714,30,93,255
4715,30,94,255
4716,30,95,255
4717,30,96,255
4718,30,97,255
4719,30,98,255
4720,30,99,255
4721,30,100,255
4722,30,101,255
4730,30,109,255
4830,31,55,255
4831,31,56,255
4832,31,57,255
4833,31,58,255
4837,31,62,255
4838,31,63,255
4839,31,64,255
4840,31,65,255
4841,31,66,255
4842,31,67,255
4843,31,68,255
4844,31,69,255
4845,31,70,255
4846,31,71,255
4847,31,72,255
4848,31,73,255
4849,31,74,255
4850,31,75,255
4851,31,76,255
4852,31,77,255
4853,31,78,255
4854,31,79,255
4855,31,80,255
4856,31,81,255
4857,31,82,255
4858,31,83,255
4859,31,84,255
4860,31,85,255
4861,31,86,255
4862,31,87,255
4863,31,88,255
4864,31,89,255
4865,31,90,255
4866,31,91,255
4867,31,92,255
4868,31,93,255
4869,31,94,255
4876,31,101,255
4881,31,106,255
4885,31,110,255
4984,32,55,255
4985,32,56,255
4986,32,57,255
4987,32,58,255
4988,32,59,255
4989,32,60,255
4990,32,61,255
4991,32,62,255
4992,32,63,255
4993,32,64,255
4994,32,65,255
4995,32,66,255
4996,32,67,255
4997,32,68,255
4998,32,69,255
4999,32,70,255
5000,32,71,255
5001,32,72,255
5002,32,73,255
5003,32,74,255
5004,32,75,255
5005,32,76,255
5006,32,77,255
5007,32,78,255
5008,32,79,255
5009,32,80,255
5010,32,81,255
5011,32,82,255
5012,32,83,255
5013,32,84,255
5014,32,85,255
5015,32,86,255
5016,32,87,255
5017,32,88,255
5030,32,101,255
5031,32,102,255
5032,32,103,255
5036,32,107,255
5040,32,111,255
5137,33,54,255
5138,33,55,255
5139,33,56,255
5140,33,57,255
5141,33,58,255
5142,33,59,255
5145,33,62,255
5146,33,63,255
5147,33,64,255
5148,33,65,255
5149,33,66,255
5150,33,67,255
5151,33,68,255
5152,33,69,255
5156,33,73,255
5157,33,74,255
5158,33,75,255
5159,33,76,255
5160,33,77,255
5161,33,78,255
5162,33,79,255
5163,33,80,255
5164,33,81,255
5165,33,82,255
5166,33,83,255
5167,33,84,255
5168,33,85,255
5169,33,86,255
5183,33,100,255
5184,33,101,255
5185,33,102,255
5186,33,103,255
5187,33,104,255
5194,33,111,255
5195,33,112,255
5290,34,53,255
5291,34,54,255
5292,34,55,255
5293,34,56,255
5294,34,57,255
5299,34,62,255
5300,34,63,255
5301,34,64,255
5302,34,65,255
5303,34,66,255
5304,34,67,255
5305,34,68,255
5314,34,77,255
5315,34,78,255
5316,34,79,255
5317,34,80,255
5318,34,81,255
5319,34,82,255
5320,34,83,255
5321,34,84,255
5328,34,91,255
5329,34,92,255
5330,34,93,255
5331,34,94,255
5337,34,100,255
5338,34,101,255
5339,34,102,255
5340,34,103,255
5341,34,104,255
5348,34,111,255
5349,34,112,255
5443,35,52,255
5444,35,53,255
5445,35,54,255
5446,35,55,255
5447,35,56,255
5452,35,61,255
5453,35,62,255
5454,35,63,255
5455,35,64,255
5479,35,88,255
5480,35,89,255
5481,35,90,255
5482,35,91,255
5483,35,92,255
5484,35,93,255
5485,35,94,255
5486,35,95,255
5491,35,100,255
5492,35,101,255
5493,35,102,255
5494,35,103,255
5495,35,104,255
5503,35,112,255
5504,35,113,255
5597,36,52,255
5598,36,53,255
5599,36,54,255
5600,36,55,255
5601,36,56,255
5605,36,60,255
5606,36,61,255
5607,36,62,255
5608,36,63,255
5632,36,87,255
5633,36,88,255
5634,36,89,255
5635,36,90,255
5636,36,91,255
5637,36,92,255
5638,36,93,255
5639,36,94,255
5640,36,95,255
5641,36,96,255
5642,36,97,255
5643,36,98,255
5657,36,112,255
5658,36,113,255
5659,36,114,255
5750,37,51,255
5751,37,52,255
5752,37,53,255
5753,37,54,255
5754,37,55,255
5758,37,59,255
5759,37,60,255
5760,37,61,255
5761,37,62,255
5784,37,85,255
5785,37,86,255
5786,37,87,255
5787,37,88,255
5788,37,89,255
5789,37,90,255
5790,37,91,255
5791,37,92,255
5792,37,93,255
5793,37,94,255
5794,37,95,255
5795,37,96,255
5812,37,113,255
5813,37,114,255
5814,37,115,255
5902,38,49,255
5903,38,50,255
5904,38,51,255
5905,38,52,255
5906,38,53,255
5907,38,54,255
5912,38,59,255
5913,38,60,255
5914,38,61,255
5936,38,83,255
5937,38,84,255
5938,38,85,255
5939,38,86,255
5940,38,87,255
5941,38,88,255
5942,38,89,255
5943,38,90,255
5944,38,91,255
5945,38,92,255
5946,38,93,255
5947,38,94,255
5948,38,95,255
5966,38,113,255
5967,38,114,255
5968,38,115,255
5969,38,116,255
6055,39,48,255
6056,39,49,255
6057,39,50,255
6058,39,51,255
6059,39,52,255
6060,39,53,255
6061,39,54,255
6065,39,58,255
6066,39,59,255
6089,39,82,255
6090,39,83,255
6091,39,84,255
6092,39,85,255
6093,39,86,255
6094,39,87,255
6095,39,88,255
6096,39,89,255
6097,39,90,255
6098,39,91,255
6099,39,92,255
6120,39,113,255
6121,39,114,255
6122,39,115,255
6123,39,116,255
6209,40,48,255
6210,40,49,255
6211,40,50,255
6212,40,51,255
6213,40,52,255
6214,40,53,255
6225,40,64,255
6226,40,65,255
6227,40,66,255
6228,40,67,255
6242,40,81,255
6243,40,82,255
6244,40,83,255
6245,40,84,255
6246,40,85,255
6247,40,86,255
6248,40,87,255
6249,40,88,255
6250,40,89,255
6251,40,90,255
6260,40,99,255
6261,40,100,255
6262,40,101,255
6263,40,102,255
6264,40,103,255
6265,40,104,255
6266,40,105,255
6275,40,114,255
6276,40,115,255
6277,40,116,255
6278,40,117,255
6362,41,47,255
6363,41,48,255
6364,41,49,255
6365,41,50,255
6366,41,51,255
6367,41,52,255
6378,41,63,255
6379,41,64,255
6380,41,65,255
6381,41,66,255
6382,41,67,255
6383,41,68,255
6384,41,69,255
6396,41,81,255
6397,41,82,255
6398,41,83,255
6399,41,84,255
6400,41,85,255
6401,41,86,255
6402,41,87,255
6403,41,88,255
6411,41,96,255
6412,41,97,255
6413,41,98,255
6414,41,99,255
6415,41,100,255
6416,41,101,255
6417,41,102,255
6418,41,103,255
6419,41,104,255
6420,41,105,255
6421,41,106,255
6422,41,107,255
6423,41,108,255
6429,41,114,255
6430,41,115,255
6431,41,116,255
6432,41,117,255
6514,42,45,255
6515,42,46,255
6516,42,47,255
6517,42,48,255
6518,42,49,255
6519,42,50,255
6520,42,51,255
6530,42,61,255
6531,42,62,255
6532,42,63,255
6533,42,64,255
6534,42,65,255
6535,42,66,255
6536,42,67,255
6537,42,68,255
6538,42,69,255
6539,42,70,255
6550,42,81,255
6551,42,82,255
6552,42,83,255
6553,42,84,255
6554,42,85,255
6563,42,94,255
6564,42,95,255
6565,42,96,255
6566,42,97,255
6567,42,98,255
6568,42,99,255
6569,42,100,255
6570,42,101,255
6571,42,102,255
6572,42,103,255
6573,42,104,255
6574,42,105,255
6575,42,106,255
6576,42,107,255
6577,42,108,255
6583,42,114,255
6584,42,115,255
6585,42,116,255
6586,42,117,255
6587,42,118,255
6667,43,44,255
6668,43,45,255
6669,43,46,255
6670,43,47,255
6671,43,48,255
6672,43,49,255
6673,43,50,255
6674,43,51,255
6683,43,60,255
6684,43,61,255
6685,43,62,255
6686,43,63,255
6687,43,64,255
6688,43,65,255
6689,43,66,255
6690,43,67,255
6691,43,68,255
6692,43,69,255
6693,43,70,255
6694,43,71,255
6705,43,82,255
6715,43,92,255
6716,43,93,255
6717,43,94,255
6718,43,95,255
6719,43,96,255
6720,43,97,255
6721,43,98,255
6722,43,99,255
6723,43,100,255
6724,43,101,255
6725,43,102,255
6726,43,103,255
6727,43,104,255
6728,43,105,255
6729,43,106,255
6730,43,107,255
6731,43,108,255
6737,43,114,255
6738,43,115,255
6739,43,116,255
6740,43,117,255
6741,43,118,255
6820,44,43,255
6821,44,44,255
6822,44,45,255
6823,44,46,255
6824,44,47,255
6825,44,48,255
6826,44,49,255
6827,44,50,255
6836,44,59,255
6837,44,60,255
6838,44,61,255
6839,44,62,255
6840,44,63,255
6841,44,64,255
6842,44,65,255
6843,44,66,255
6844,44,67,255
6845,44,68,255
6846,44,69,255
6847,44,70,255
6848,44,71,255
6849,44,72,255
6867,44,90,255
6868,44,91,255
6869,44,92,255
6870,44,93,255
6871,44,94,255
6872,44,95,255
6873,44,96,255
6874,44,97,255
6875,44,98,255
6876,44,99,255
6877,44,100,255
6878,44,101,255
6879,44,102,255
6880,44,103,255
6881,44,104,255
6882,44,105,255
6883,44,106,255
6884,44,107,255
6885,44,108,255
6886,44,109,255
6892,44,115,255
6893,44,116,255
6894,44,117,255
6895,44,118,255
6896,44,119,255
6973,45,42,255
6974,45,43,255
6975,45,44,255
6976,45,45,255
6977,45,46,255
6978,45,47,255
6979,45,48,255
6980,45,49,255
6988,45,57,255
6989,45,58,255
6990,45,59,255
6991,45,60,255
6992,45,61,255
6993,45,62,255
6994,45,63,255
6995,45,64,255
6996,45,65,255
6997,45,66,255
6998,45,67,255
6999,45,68,255
7000,45,69,255
7001,45,70,255
7002,45,71,255
7003,45,72,255
7004,45,73,255
7005,45,74,255
7006,45,75,255
7019,45,88,255
7020,45,89,255
7021,45,90,255
7022,45,91,255
7023,45,92,255
7024,45,93,255
7025,45,94,255
7026,45,95,255
7027,45,96,255
7028,45,97,255
7029,45,98,255
7030,45,99,255
7031,45,100,255
7032,45,101,255
7033,45,102,255
7034,45,103,255
7035,45,104,255
7036,45,105,255
7037,45,106,255
7038,45,107,255
7039,45,108,255
7040,45,109,255
7046,45,115,255
7047,45,116,255
7048,45,117,255
7049,45,118,255
7050,45,119,255
7126,46,41,255
7127,46,42,255
7128,46,43,255
7129,46,44,255
7130,46,45,255
7131,46,46,255
7132,46,47,255
7133,46,48,255
7141,46,56,255
7142,46,57,255
7143,46,58,255
7144,46,59,255
7145,46,60,255
7146,46,61,255
7147,46,62,255
7148,46,63,255
7149,46,64,255
7150,46,65,255
7151,46,66,255
7152,46,67,255
7153,46,68,255
7154,46,69,255
7155,46,70,255
7156,46,71,255
7157,46,72,255
7158,46,73,255
7159,46,74,255
7160,46,75,255
7161,46,76,255
7162,46,77,255
7172,46,87,255
7173,46,88,255
7174,46,89,255
7175,46,90,255
7176,46,91,255
7177,46,92,255
7178,46,93,255
7179,46,94,255
7180,46,95,255
7181,46,96,255
7182,46,97,255
7183,46,98,255
7184,46,99,255
7185,46,100,255
7186,46,101,255
7187,46,102,255
7188,46,103,255
7189,46,104,255
7190,46,105,255
7191,46,106,255
7192,46,107,255
7193,46,108,255
7194,46,109,255
7200,46,115,255
7201,46,116,255
7202,46,117,255
7203,46,118,255
7204,46,119,255
7205,46,120,255
7279,47,40,255
7280,47,41,255
7281,47,42,255
7282,47,43,255
7283,47,44,255
7284,47,45,255
7285,47,46,255
7286,47,47,255
7287,47,48,255
7294,47,55,255
7295,47,56,255
7296,47,57,255
7297,47,58,255
7298,47,59,255
7299,47,60,255
7300,47,61,255
7301,47,62,255
7302,47,63,255
7303,47,64,255
7304,47,65,255
7305,47,66,255
7306,47,67,255
7307,47,68,255
7308,47,69,255
7309,47,70,255
7310,47,71,255
7311,47,72,255
7312,47,73,255
7313,47,74,255
7314,47,75,255
7315,47,76,255
7316,47,77,255
7317,47,78,255
7323,47,84,255
7324,47,85,255
7325,47,86,255
7326,47,87,255
7327,47,88,255
7328,47,89,255
7329,47,90,255
7330,47,91,255
7331,47,92,255
7332,47,93,255
7333,47,94,255
7334,47,95,255
7335,47,96,255
7336,47,97,255
7337,47,98,255
7338,47,99,255
7339,47,100,255
7340,47,101,255
7341,47,102,255
7342,47,103,255
7343,47,104,255
7344,47,105,255
7345,47,106,255
7346,47,107,255
7347,47,108,255
7348,47,109,255
7355,47,116,255
7356,47,117,255
7357,47,118,255
7358,47,119,255
7359,47,120,255
7432,48,39,255
7433,48,40,255
7434,48,41,255
7435,48,42,255
7436,48,43,255
7437,48,44,255
7438,48,45,255
7439,48,46,255
7440,48,47,255
7441,48,48,255
7442,48,49,255
7447,48,54,255
7448,48,55,255
7449,48,56,255
7450,48,57,255
7451,48,58,255
7452,48,59,255
7453,48,60,255
7454,48,61,255
7455,48,62,255
7456,48,63,255
7457,48,64,255
7458,48,65,255
7459,48,66,255
7460,48,67,255
7461,48,68,255
7462,48,69,255
7463,48,70,255
7464,48,71,255
7465,48,72,255
7466,48,73,255
7467,48,74,255
7468,48,75,255
7469,48,76,255
7470,48,77,255
7471,48,78,255
7472,48,79,255
7473,48,80,255
7474,48,81,255
7475,48,82,255
7476,48,83,255
7477,48,84,255
7478,48,85,255
7479,48,86,255
7480,48,87,255
7481,48,88,255
7482,48,89,255
7483,48,90,255
7484,48,91,255
7485,48,92,255
7486,48,93,255
7487,48,94,255
7488,48,95,255
7489,48,96,255
7490,48,97,255
7491,48,98,255
7492,48,99,255
7493,48,100,255
7494,48,101,255
7495,48,102,255
7496,48,103,255
7497,48,104,255
7498,48,105,255
7499,48,106,255
7500,48,107,255
7501,48,108,255
7502,48,109,255
7503,48,110,255
7509,48,116,255
7510,48,117,255
7511,48,118,255
7512,48,119,255
7513,48,120,255
7585,49,38,255
7586,49,39,255
7587,49,40,255
7588,49,41,255
7589,49,42,255
7590,49,43,255
7591,49,44,255
7592,49,45,255
7593,49,46,255
7594,49,47,255
7595,49,48,255
7596,49,49,255
7600,49,53,255
7601,49,54,255
7602,49,55,255
7603,49,56,255
7604,49,57,255
7605,49,58,255
7606,49,59,255
7607,49,60,255
7608,49,61,255
7609,49,62,255
7610,49,63,255
7611,49,64,255
7612,49,65,255
7613,49,66,255
7614,49,67,255
7615,49,68,255
7616,49,69,255
7617,49,70,255
7618,49,71,255
7619,49,72,255
7620,49,73,255
7621,49,74,255
7622,49,75,255
7623,49,76,255
7624,49,77,255
7625,49,78,255
7626,49,79,255
7627,49,80,255
7628,49,81,255
7629,49,82,255
7630,49,83,255
7631,49,84,255
7632,49,85,255
7633,49,86,255
7634,49,87,255
7635,49,88,255
7636,49,89,255
7637,49,90,255
7638,49,91,255
7639,49,92,255
7640,49,93,255
7641,49,94,255
7642,49,95,255
7643,49,96,255
7644,49,97,255
7645,49,98,255
7646,49,99,255
7647,49,100,255
7648,49,101,255
7649,49,102,255
7650,49,103,255
7651,49,104,255
7652,49,105,255
7653,49,106,255
7654,49,107,255
7655,49,108,255
7656,49,109,255
7657,49,110,255
7664,49,117,255
7665,49,118,255
7666,49,119,255
7667,49,120,255
7668,49,121,255
7738,50,37,255
7739,50,38,255
7740,50,39,255
7741,50,40,255
7742,50,41,255
7743,50,42,255
7744,50,43,255
7745,50,44,255
7746,50,45,255
7747,50,46,255
7748,50,47,255
7749,50,48,255
7753,50,52,255
7754,50,53,255
7755,50,54,255
7756,50,55,255
7757,50,56,255
7758,50,57,255
7759,50,58,255
7760,50,59,255
7761,50,60,255
7762,50,61,255
7763,50,62,255
7764,50,63,255
7765,50,64,255
7766,50,65,255
7767,50,66,255
7768,50,67,255
7769,50,68,255
7770,50,69,255
7771,50,70,255
7772,50,71,255
7773,50,72,255
7774,50,73,255
7775,50,74,255
7776,50,75,255
7777,50,76,255
7778,50,77,255
7779,50,78,255
7780,50,79,255
7781,50,80,255
7782,50,81,255
7783,50,82,255
7784,50,83,255
7785,50,84,255
7786,50,85,255
7787,50,86,255
7788,50,87,255
7789,50,88,255
7790,50,89,255
7791,50,90,255
7792,50,91,255
7793,50,92,255
7794,50,93,255
7795,50,94,255
7796,50,95,255
7797,50,96,255
7798,50,97,255
7799,50,98,255
7800,50,99,255
7801,50,100,255
7802,50,101,255
7803,50,102,255
7804,50,103,255
7805,50,104,255
7806,50,105,255
7807,50,106,255
7808,50,107,255
7809,50,108,255
7810,50,109,255
7811,50,110,255
7818,50,117,255
7819,50,118,255
7820,50,119,255
7821,50,120,255
7822,50,121,255
7823,50,122,255
7891,51,36,255
7892,51,37,255
7893,51,38,255
7894,51,39,255
7895,51,40,255
7896,51,41,255
7897,51,42,255
7898,51,43,255
7900,51,45,255
7901,51,46,255
7906,51,51,255
7907,51,52,255
7908,51,53,255
7909,51,54,255
7910,51,55,255
7911,51,56,255
7912,51,57,255
7913,51,58,255
7914,51,59,255
7915,51,60,255
7916,51,61,255
7917,51,62,255
7918,51,63,255
7919,51,64,255
7920,51,65,255
7921,51,66,255
7922,51,67,255
7923,51,68,255
7924,51,69,255
7925,51,70,255
7926,51,71,255
7927,51,72,255
7928,51,73,255
7929,51,74,255
7930,51,75,255
7931,51,76,255
7932,51,77,255
7933,51,78,255
7934,51,79,255
7935,51,80,255
7936,51,81,255
7937,51,82,255
7938,51,83,255
7939,51,84,255
7940,51,85,255
7941,51,86,255
7942,51,87,255
7943,51,88,255
7944,51,89,255
7945,51,90,255
7946,51,91,255
7947,51,92,255
7948,51,93,255
7949,51,94,255
7950,51,95,255
7951,51,96,255
7952,51,97,255
7953,51,98,255
7954,51,99,255
7955,51,100,255
7956,51,101,255
7957,51,102,255
7958,51,103,255
7959,51,104,255
7960,51,105,255
7961,51,106,255
7962,51,107,255
7963,51,108,255
7964,51,109,255
7965,51,110,255
7972,51,117,255
7973,51,118,255
7974,51,119,255
7975,51,120,255
7976,51,121,255
7977,51,122,255
8043,52,34,255
8044,52,35,255
8045,52,36,255
8046,52,37,255
8047,52,38,255
8048,52,39,255
8049,52,40,255
8050,52,41,255
8054,52,45,255
8059,52,50,255
8060,52,51,255
8061,52,52,255
8062,52,53,255
8063,52,54,255
8064,52,55,255
8065,52,56,255
8066,52,57,255
8067,52,58,255
8068,52,59,255
8069,52,60,255
8070,52,61,255
8071,52,62,255
8072,52,63,255
8073,52,64,255
8074,52,65,255
8075,52,66,255
8076,52,67,255
8077,52,68,255
8078,52,69,255
8079,52,70,255
8080,52,71,255
8081,52,72,255
8082,52,73,255
8083,52,74,255
8084,52,75,255
8085,52,76,255
8086,52,77,255
8087,52,78,255
8088,52,79,255
8089,52,80,255
8090,52,81,255
8091,52,82,255
8092,52,83,255
8093,52,84,255
8094,52,85,255
8095,52,86,255
8096,52,87,255
8097,52,88,255
8098,52,89,255
8099,52,90,255
8100,52,91,255
8101,52,92,255
8102,52,93,255
8103,52,94,255
8104,52,95,255
8105,52,96,255
8106,52,97,255
8107,52,98,255
8108,52,99,255
8109,52,100,255
8110,52,101,255
8111,52,102,255
8112,52,103,255
8113,52,104,255
8114,52,105,255
8115,52,106,255
8116,52,107,255
8117,52,108,255
8118,52,109,255
8119,52,110,255
8120,52,111,255
8127,52,118,255
8128,52,119,255
8129,52,120,255
8130,52,121,255
8131,52,122,255
8132,52,123,255
8196,53,33,255
8197,53,34,255
8198,53,35,255
8199,53,36,255
8200,53,37,255
8201,53,38,255
8202,53,39,255
8203,53,40,255
8204,53,41,255
8208,53,45,255
8212,53,49,255
8213,53,50,255
8214,53,51,255
8215,53,52,255
8216,53,53,255
8217,53,54,255
8218,53,55,255
8219,53,56,255
8220,53,57,255
8221,53,58,255
8222,53,59,255
8223,53,60,255
8224,53,61,255
8225,53,62,255
8226,53,63,255
8227,53,64,255
8228,53,65,255
8229,53,66,255
8230,53,67,255
8231,53,68,255
8232,53,69,255
8233,53,70,255
8234,53,71,255
8235,53,72,255
8236,53,73,255
8237,53,74,255
8238,53,75,255
8239,53,76,255
8240,53,77,255
8241,53,78,255
8242,53,79,255
8243,53,80,255
8244,53,81,255
8245,53,82,255
8246,53,83,255
8247,53,84,255
8248,53,85,255
8249,53,86,255
8250,53,87,255
8251,53,88,255
8252,53,89,255
8253,53,90,255
8254,53,91,255
8255,53,92,255
8256,53,93,255
8257,53,94,255
8258,53,95,255
8259,53,96,255
8260,53,97,255
8261,53,98,255
8262,53,99,255
8263,53,100,255
8264,53,101,255
8265,53,102,255
8266,53,103,255
8267,53,104,255
8268,53,105,255
8269,53,106,255
8270,53,107,255
8271,53,108,255
8272,53,109,255
8273,53,110,255
8274,53,111,255
8281,53,118,255
8282,53,119,255
8283,53,120,255
8284,53,121,255
8285,53,122,255
8286,53,123,255
8349,54,32,255
8350,54,33,255
8351,54,34,255
8352,54,35,255
8353,54,36,255
8354,54,37,255
8355,54,38,255
8356,54,39,255
8357,54,40,255
8358,54,41,255
8361,54,44,255
8365,54,48,255
8366,54,49,255
8367,54,50,255
8368,54,51,255
8369,54,52,255
8370,54,53,255
8371,54,54,255
8372,54,55,255
8373,54,56,255
8374,54,57,255
8375,54,58,255
8376,54,59,255
8377,54,60,255
8378,54,61,255
8379,54,62,255
8380,54,63,255
8381,54,64,255
8382,54,65,255
8383,54,66,255
8384,54,67,255
8385,54,68,255
8386,54,69,255
8387,54,70,255
8388,54,71,255
8389,54,72,255
8390,54,73,255
8391,54,74,255
8392,54,75,255
8393,54,76,255
8394,54,77,255
8395,54,78,255
8396,54,79,255
8397,54,80,255
8398,54,81,255
8399,54,82,255
8400,54,83,255
8401,54,84,255
8402,54,85,255
8403,54,86,255
8404,54,87,255
8405,54,88,255
8406,54,89,255
8407,54,90,255
8408,54,91,255
8409,54,92,255
8410,54,93,255
8411,54,94,255
8412,54,95,255
8413,54,96,255
8414,54,97,255
8415,54,98,255
8416,54,99,255
8417,54,100,255
8418,54,101,255
8419,54,102,255
8420,54,103,255
8421,54,104,255
8422,54,105,255
8423,54,106,255
8424,54,107,255
8425,54,108,255
8426,54,109,255
8427,54,110,255
8428,54,111,255
8435,54,118,255
8436,54,119,255
8437,54,120,255
8438,54,121,255
8439,54,122,255
8440,54,123,255
8502,55,31,255
8503,55,32,255
8504,55,33,255
8505,55,34,255
8506,55,35,255
8507,55,36,255
8508,55,37,255
8509,55,38,255
8510,55,39,255
8511,55,40,255
8512,55,41,255
8513,55,42,255
8514,55,43,255
8519,55,48,255
8520,55,49,255
8521,55,50,255
8522,55,51,255
8523,55,52,255
8524,55,53,255
8525,55,54,255
8526,55,55,255
8527,55,56,255
8528,55,57,255
8529,55,58,255
8530,55,59,255
8531,55,60,255
8532,55,61,255
8533,55,62,255
8534,55,63,255
